City,Time,O3,PM2.5,PM10,CO,SO2,NO2,Temp,RHum,WSpd,O3_P1,O3_P4,O3_P8,O3_P24,PM2.5_P1,PM2.5_P4,PM2.5_P8,PM2.5_P24
Denver,2021-04-26 09:00:00+00:00,0.016855263157894734,8.871052631578948,34.30657894736842,0.2814473684210526,0.0,0.015763157894736844,9.1,32.0,16.6,0.016815789473684208,0.01669736842105263,0.016539473684210524,0.015907894736842104,8.863157894736842,8.839473684210526,8.807894736842105,8.68157894736842
Denver,2021-04-26 08:00:00+00:00,0.016815789473684208,8.863157894736842,34.74473684210526,0.2818421052631579,0.0,0.015789473684210527,10.7,29.0,18.4,0.016776315789473684,0.016657894736842104,0.0165,0.015868421052631577,8.855263157894736,8.83157894736842,8.8,8.673684210526316
Denver,2021-04-26 07:00:00+00:00,0.016776315789473684,8.855263157894736,35.1828947368421,0.2822368421052632,0.0,0.01581578947368421,11.5,28.0,22.3,0.016736842105263158,0.016618421052631577,0.016460526315789474,0.015828947368421054,8.847368421052632,8.823684210526316,8.792105263157895,8.66578947368421
Denver,2021-04-26 06:00:00+00:00,0.016736842105263158,8.847368421052632,35.62105263157895,0.28263157894736846,0.0,0.015842105263157893,10.6,30.0,16.6,0.01669736842105263,0.01657894736842105,0.016421052631578947,0.015789473684210527,8.839473684210526,8.81578947368421,8.784210526315789,8.657894736842104
Denver,2021-04-26 05:00:00+00:00,0.01669736842105263,8.839473684210526,36.05921052631579,0.2830263157894737,0.0,0.01586842105263158,12.2,26.0,20.5,0.016657894736842104,0.016539473684210524,0.01638157894736842,0.01575,8.83157894736842,8.807894736842105,8.776315789473683,8.65
Denver,2021-04-26 04:00:00+00:00,0.016657894736842104,8.83157894736842,36.49736842105263,0.28342105263157896,0.0,0.015894736842105264,17.9,14.0,14.8,0.016618421052631577,0.0165,0.016342105263157894,0.015710526315789473,8.823684210526316,8.8,8.76842105263158,8.642105263157895
Denver,2021-04-26 03:00:00+00:00,0.016618421052631577,8.823684210526316,36.935526315789474,0.28381578947368424,0.0,0.015921052631578947,19.8,12.0,27.7,0.01657894736842105,0.016460526315789474,0.016302631578947367,0.015671052631578947,8.81578947368421,8.792105263157895,8.760526315789473,8.634210526315789
Denver,2021-04-26 02:00:00+00:00,0.01657894736842105,8.81578947368421,37.373684210526314,0.28421052631578947,0.0,0.015947368421052634,18.7,17.0,13.0,0.016539473684210524,0.016421052631578947,0.01626315789473684,0.01563157894736842,8.807894736842105,8.784210526315789,8.752631578947367,8.626315789473685
Denver,2021-04-26 01:00:00+00:00,0.016539473684210524,8.807894736842105,37.81184210526315,0.28460526315789475,0.0,0.015973684210526317,22.0,14.0,7.6,0.0165,0.01638157894736842,0.016223684210526314,0.015592105263157893,8.8,8.776315789473683,8.744736842105263,8.618421052631579
Denver,2021-04-26 00:00:00+00:00,0.0165,8.8,38.25,0.28500000000000003,0.0,0.016,24.7,9.0,22.3,0.016460526315789474,0.016342105263157894,0.016184210526315787,0.015552631578947368,8.792105263157895,8.76842105263158,8.736842105263158,8.610526315789473
Denver,2021-04-25 23:00:00+00:00,0.016460526315789474,8.792105263157895,38.68815789473685,0.28539473684210526,0.0,0.016026315789473684,24.7,14.0,7.6,0.016421052631578947,0.016302631578947367,0.016144736842105264,0.015513157894736842,8.784210526315789,8.760526315789473,8.728947368421052,8.602631578947369
Denver,2021-04-25 22:00:00+00:00,0.016421052631578947,8.784210526315789,39.12631578947368,0.28578947368421054,0.0,0.01605263157894737,25.7,12.0,7.6,0.01638157894736842,0.01626315789473684,0.016105263157894737,0.015473684210526315,8.776315789473683,8.752631578947367,8.721052631578948,8.594736842105263
Denver,2021-04-25 21:00:00+00:00,0.01638157894736842,8.776315789473683,39.564473684210526,0.2861842105263158,0.0,0.016078947368421054,25.4,13.0,18.4,0.016342105263157894,0.016223684210526314,0.01606578947368421,0.015434210526315788,8.76842105263158,8.744736842105263,8.713157894736842,8.586842105263157
Denver,2021-04-25 20:00:00+00:00,0.016342105263157894,8.76842105263158,40.002631578947366,0.28657894736842104,0.0,0.016105263157894737,24.8,13.0,16.6,0.016302631578947367,0.016184210526315787,0.016026315789473684,0.015394736842105263,8.760526315789473,8.736842105263158,8.705263157894736,8.578947368421053
Denver,2021-04-25 19:00:00+00:00,0.016302631578947367,8.760526315789473,40.44078947368421,0.2869736842105263,0.0,0.01613157894736842,23.7,15.0,16.6,0.01626315789473684,0.016144736842105264,0.015986842105263157,0.015355263157894736,8.752631578947367,8.728947368421052,8.697368421052632,8.571052631578947
Denver,2021-04-25 18:00:00+00:00,0.01626315789473684,8.752631578947367,40.87894736842105,0.2873684210526316,0.0,0.016157894736842107,21.8,16.0,9.4,0.016223684210526314,0.016105263157894737,0.01594736842105263,0.01531578947368421,8.744736842105263,8.721052631578948,8.689473684210526,8.563157894736841
Denver,2021-04-25 17:00:00+00:00,0.016223684210526314,8.744736842105263,41.31710526315789,0.28776315789473683,0.0,0.01618421052631579,21.0,17.0,13.0,0.016184210526315787,0.01606578947368421,0.015907894736842104,0.015276315789473683,8.736842105263158,8.713157894736842,8.68157894736842,8.555263157894737
Denver,2021-04-25 16:00:00+00:00,0.016184210526315787,8.736842105263158,41.75526315789474,0.2881578947368421,0.0,0.016210526315789474,19.1,20.0,13.0,0.016144736842105264,0.016026315789473684,0.015868421052631577,0.015236842105263158,8.728947368421052,8.705263157894736,8.673684210526316,8.547368421052632
Denver,2021-04-25 15:00:00+00:00,0.016144736842105264,8.728947368421052,42.19342105263158,0.2885526315789474,0.0,0.016236842105263157,17.4,23.0,13.0,0.016105263157894737,0.015986842105263157,0.015828947368421054,0.015197368421052631,8.721052631578948,8.697368421052632,8.66578947368421,8.539473684210526
Denver,2021-04-25 14:00:00+00:00,0.016105263157894737,8.721052631578948,42.631578947368425,0.2889473684210526,0.0,0.016263157894736844,13.7,45.0,11.2,0.01606578947368421,0.01594736842105263,0.015789473684210527,0.015157894736842105,8.713157894736842,8.689473684210526,8.657894736842104,8.531578947368422
Denver,2021-04-25 13:00:00+00:00,0.01606578947368421,8.713157894736842,43.069736842105264,0.2893421052631579,0.0,0.016289473684210527,5.8,65.0,11.2,0.016026315789473684,0.015907894736842104,0.01575,0.015118421052631578,8.705263157894736,8.68157894736842,8.65,8.523684210526316
Denver,2021-04-25 12:00:00+00:00,0.016026315789473684,8.705263157894736,43.507894736842104,0.2897368421052632,0.0,0.01631578947368421,7.2,57.0,7.6,0.015986842105263157,0.015868421052631577,0.015710526315789473,0.015078947368421053,8.697368421052632,8.673684210526316,8.642105263157895,8.51578947368421
Denver,2021-04-25 11:00:00+00:00,0.015986842105263157,8.697368421052632,43.94605263157895,0.2901315789473684,0.0,0.016342105263157894,4.8,73.0,16.6,0.01594736842105263,0.015828947368421054,0.015671052631578947,0.015039473684210526,8.689473684210526,8.66578947368421,8.634210526315789,8.507894736842106
Denver,2021-04-25 10:00:00+00:00,0.01594736842105263,8.689473684210526,44.38421052631579,0.2905263157894737,0.0,0.01636842105263158,4.1,69.0,16.6,0.015907894736842104,0.015789473684210527,0.01563157894736842,0.015,8.68157894736842,8.657894736842104,8.626315789473685,8.5
Denver,2021-04-25 09:00:00+00:00,0.015907894736842104,8.68157894736842,44.82236842105263,0.29092105263157897,0.0,0.016394736842105264,5.4,70.0,11.2,0.015868421052631577,0.01575,0.015592105263157893,0.022,8.673684210526316,8.65,8.618421052631579,10.4
Denver,2021-04-25 08:00:00+00:00,0.015868421052631577,8.673684210526316,45.26052631578948,0.2913157894736842,0.0,0.016421052631578947,8.1,58.0,0.0,0.015828947368421054,0.015710526315789473,0.015552631578947368,0.025,8.66578947368421,8.642105263157895,8.610526315789473,10.8
Denver,2021-04-25 07:00:00+00:00,0.015828947368421054,8.66578947368421,45.69868421052632,0.2917105263157895,0.0,0.01644736842105263,7.6,63.0,0.0,0.015789473684210527,0.015671052631578947,0.015513157894736842,0.028,8.657894736842104,8.634210526315789,8.602631578947369,11.1
Denver,2021-04-25 06:00:00+00:00,0.015789473684210527,8.657894736842104,46.136842105263156,0.29210526315789476,0.0,0.016473684210526317,8.8,61.0,9.4,0.01575,0.01563157894736842,0.015473684210526315,0.036,8.65,8.626315789473685,8.594736842105263,10.4
Denver,2021-04-25 05:00:00+00:00,0.01575,8.65,46.575,0.2925,0.0,0.0165,9.9,59.0,14.8,0.015710526315789473,0.015592105263157893,0.015434210526315788,0.044,8.642105263157895,8.618421052631579,8.586842105263157,9.5
Denver,2021-04-25 04:00:00+00:00,0.015710526315789473,8.642105263157895,47.01315789473684,0.29289473684210526,0.0,0.016526315789473684,9.9,61.0,9.4,0.015671052631578947,0.015552631578947368,0.015394736842105263,0.044,8.634210526315789,8.610526315789473,8.578947368421053,7.65
Denver,2021-04-25 03:00:00+00:00,0.015671052631578947,8.634210526315789,47.45131578947368,0.29328947368421054,0.0,0.01655263157894737,12.7,36.0,9.4,0.01563157894736842,0.015513157894736842,0.015355263157894736,0.044,8.626315789473685,8.602631578947369,8.571052631578947,5.8
Denver,2021-04-25 02:00:00+00:00,0.01563157894736842,8.626315789473685,47.88947368421053,0.29368421052631577,0.0,0.016578947368421054,13.6,34.0,7.6,0.015592105263157893,0.015473684210526315,0.01531578947368421,0.045,8.618421052631579,8.594736842105263,8.563157894736841,5.7
Denver,2021-04-25 01:00:00+00:00,0.015592105263157893,8.618421052631579,48.32763157894737,0.29407894736842105,0.0,0.016605263157894738,16.4,28.0,11.2,0.015552631578947368,0.015434210526315788,0.015276315789473683,0.041999999999999996,8.610526315789473,8.586842105263157,8.555263157894737,5.25
Denver,2021-04-25 00:00:00+00:00,0.015552631578947368,8.610526315789473,48.76578947368421,0.29447368421052633,0.0,0.01663157894736842,18.7,23.0,13.0,0.015513157894736842,0.015394736842105263,0.015236842105263158,0.039,8.602631578947369,8.578947368421053,8.547368421052632,4.8
Denver,2021-04-24 23:00:00+00:00,0.015513157894736842,8.602631578947369,49.203947368421055,0.29486842105263156,0.0,0.016657894736842108,19.6,20.0,9.4,0.015473684210526315,0.015355263157894736,0.015197368421052631,0.039,8.594736842105263,8.571052631578947,8.539473684210526,4.1
Denver,2021-04-24 22:00:00+00:00,0.015473684210526315,8.594736842105263,49.642105263157895,0.29526315789473684,0.0,0.01668421052631579,19.4,20.0,13.0,0.015434210526315788,0.01531578947368421,0.015157894736842105,0.04,8.586842105263157,8.563157894736841,8.531578947368422,2.6
Denver,2021-04-24 21:00:00+00:00,0.015434210526315788,8.586842105263157,50.080263157894734,0.2956578947368421,0.0,0.016710526315789474,18.9,22.0,14.8,0.015394736842105263,0.015276315789473683,0.015118421052631578,0.038,8.578947368421053,8.555263157894737,8.523684210526316,1.8
Denver,2021-04-24 20:00:00+00:00,0.015394736842105263,8.578947368421053,50.51842105263158,0.29605263157894735,0.0,0.016736842105263158,17.8,30.0,18.4,0.015355263157894736,0.015236842105263158,0.015078947368421053,0.0375,8.571052631578947,8.547368421052632,8.51578947368421,1.25
Denver,2021-04-24 19:00:00+00:00,0.015355263157894736,8.571052631578947,50.95657894736842,0.2964473684210526,0.0,0.016763157894736844,14.6,48.0,9.4,0.01531578947368421,0.015197368421052631,0.015039473684210526,0.037,8.563157894736841,8.539473684210526,8.507894736842106,0.7
Denver,2021-04-24 18:00:00+00:00,0.01531578947368421,8.563157894736841,51.39473684210526,0.2968421052631579,0.0,0.016789473684210528,11.1,58.0,0.0,0.015276315789473683,0.015157894736842105,0.015,0.0365,8.555263157894737,8.531578947368422,8.5,0.6
Denver,2021-04-24 17:00:00+00:00,0.015276315789473683,8.555263157894737,51.83289473684211,0.29723684210526313,0.0,0.01681578947368421,7.6,75.0,5.4,0.015236842105263158,0.015118421052631578,0.022,0.036,8.547368421052632,8.523684210526316,10.4,0.5
Denver,2021-04-24 16:00:00+00:00,0.015236842105263158,8.547368421052632,52.27105263157895,0.2976315789473684,0.0,0.016842105263157894,5.2,98.0,5.4,0.015197368421052631,0.015078947368421053,0.025,0.0365,8.539473684210526,8.51578947368421,10.8,0.6
Denver,2021-04-24 15:00:00+00:00,0.015197368421052631,8.539473684210526,52.709210526315786,0.2980263157894737,0.0,0.01686842105263158,2.4,100.0,7.6,0.015157894736842105,0.015039473684210526,0.028,0.037,8.531578947368422,8.507894736842106,11.1,0.7
Denver,2021-04-24 14:00:00+00:00,0.015157894736842105,8.531578947368422,53.14736842105263,0.2984210526315789,0.0,0.016894736842105264,2.0,99.0,7.6,0.015118421052631578,0.015,0.036,0.035,8.523684210526316,8.5,10.4,0.85
Denver,2021-04-24 13:00:00+00:00,0.015118421052631578,8.523684210526316,53.58552631578947,0.2988157894736842,0.0,0.016921052631578948,0.4,93.0,0.0,0.015078947368421053,0.022,0.044,0.033,8.51578947368421,10.4,9.5,1.0
Denver,2021-04-24 12:00:00+00:00,0.015078947368421053,8.51578947368421,54.02368421052631,0.2992105263157895,0.0,0.01694736842105263,-1.1,94.0,0.0,0.015039473684210526,0.025,0.044,0.025500000000000002,8.507894736842106,10.8,7.65,2.25
Denver,2021-04-24 11:00:00+00:00,0.015039473684210526,8.507894736842106,54.46184210526316,0.2996052631578947,0.0,0.016973684210526318,1.2,88.0,9.4,0.015,0.028,0.044,0.018,8.5,11.1,5.8,3.5
Denver,2021-04-27 14:00:00+00:00,0.015,8.5,54.9,0.3,0.0,0.017,9.8,37.0,20.5,0.022,0.036,0.045,0.022,10.4,10.4,5.7,3.6
Denver,2021-04-27 15:00:00+00:00,0.022,10.4,38.0,0.23,0.0,0.009,8.8,74.0,14.8,0.025,0.044,0.041999999999999996,0.025,10.8,9.5,5.25,4.2
Denver,2021-04-27 16:00:00+00:00,0.025,10.8,36.0,0.22,0.0,0.008,9.5,75.0,20.5,0.028,0.044,0.039,0.029500000000000002,11.1,7.65,4.8,4.800000000000001
Denver,2021-04-27 17:00:00+00:00,0.028,11.1,36.3,0.21,0.0,0.006,11.0,73.0,18.4,0.036,0.044,0.039,0.034,10.4,5.8,4.1,5.4
Denver,2021-04-27 18:00:00+00:00,0.036,10.4,29.3,0.19,0.0,0.004,9.3,90.0,13.0,0.044,0.045,0.04,0.035,9.5,5.7,2.6,5.9
Denver,2021-04-27 19:00:00+00:00,0.044,9.5,29.1,0.18,0.0,0.003,8.2,81.0,9.4,0.044,0.041999999999999996,0.038,0.039,7.65,5.25,1.8,6.1
Denver,2021-04-27 20:00:00+00:00,0.044,7.65,24.05,0.195,0.0,0.0045000000000000005,10.2,99.0,22.3,0.044,0.039,0.0375,0.043,5.8,4.8,1.25,5.25
Denver,2021-04-27 21:00:00+00:00,0.044,5.8,19.0,0.21,0.0,0.006,10.6,69.0,16.6,0.045,0.039,0.037,0.047,5.7,4.1,0.7,4.4
Denver,2021-04-27 22:00:00+00:00,0.045,5.7,18.7,0.2,0.0,0.008,13.5,50.0,9.4,0.041999999999999996,0.04,0.0365,0.05,5.25,2.6,0.6,3.6
Denver,2021-04-27 23:00:00+00:00,0.041999999999999996,5.25,15.85,0.2,0.0,0.006500000000000001,11.4,73.0,31.7,0.039,0.038,0.036,0.0495,4.8,1.8,0.5,3.55
Denver,2021-04-28 00:00:00+00:00,0.039,4.8,13.0,0.2,0.0,0.005,8.2,88.0,31.7,0.039,0.0375,0.0365,0.049,4.1,1.25,0.6,3.5
Denver,2021-04-28 01:00:00+00:00,0.039,4.1,10.4,0.18,0.0,0.004,7.0,100.0,27.7,0.04,0.037,0.037,0.048,2.6,0.7,0.7,3.9
Denver,2021-04-28 02:00:00+00:00,0.04,2.6,7.1,0.17,0.0,0.004,6.5,99.0,31.7,0.038,0.0365,0.035,0.029,1.8,0.6,0.85,4.4
Denver,2021-04-28 03:00:00+00:00,0.038,1.8,6.1,0.17,0.0,0.003,4.6,99.0,25.9,0.0375,0.036,0.033,0.023,1.25,0.5,1.0,5.4
Denver,2021-04-28 04:00:00+00:00,0.0375,1.25,3.9999999999999996,0.16,0.0,0.003,4.9,100.0,20.5,0.037,0.0365,0.025500000000000002,0.017,0.7,0.6,2.25,6.4
Denver,2021-04-28 05:00:00+00:00,0.037,0.7,1.9,0.15,0.0,0.003,4.3,100.0,25.9,0.0365,0.037,0.018,0.008,0.6,0.7,3.5,6.7
Denver,2021-04-28 06:00:00+00:00,0.0365,0.6,1.6,0.155,0.0,0.003,3.3,100.0,31.7,0.036,0.035,0.022,0.009000000000000001,0.5,0.85,3.6,5.9
Denver,2021-04-28 07:00:00+00:00,0.036,0.5,1.3,0.16,0.0,0.003,3.1,100.0,22.3,0.0365,0.033,0.025,0.01,0.6,1.0,4.2,5.1
Denver,2021-04-28 08:00:00+00:00,0.0365,0.6,1.7000000000000002,0.15000000000000002,0.0,0.003,3.1,100.0,24.1,0.037,0.025500000000000002,0.029500000000000002,0.010142857142857143,0.7,2.25,4.800000000000001,5.557142857142857
Denver,2021-04-28 09:00:00+00:00,0.037,0.7,2.1,0.14,0.0,0.003,2.3,100.0,20.5,0.035,0.018,0.034,0.010285714285714285,0.85,3.5,5.4,6.014285714285714
Denver,2021-04-28 10:00:00+00:00,0.035,0.85,2.6,0.16,0.0,0.0045000000000000005,1.8,100.0,22.3,0.033,0.022,0.035,0.010428571428571428,1.0,3.6,5.9,6.4714285714285715
Denver,2021-04-28 11:00:00+00:00,0.033,1.0,3.1,0.18,0.0,0.006,0.7,100.0,13.0,0.025500000000000002,0.025,0.039,0.010571428571428572,2.25,4.2,6.1,6.928571428571429
Denver,2021-04-28 12:00:00+00:00,0.025500000000000002,2.25,6.75,0.26,0.0,0.0125,2.0,100.0,16.6,0.018,0.029500000000000002,0.043,0.010714285714285714,3.5,4.800000000000001,5.25,7.385714285714286
Denver,2021-04-28 13:00:00+00:00,0.018,3.5,10.4,0.34,0.0,0.019,3.2,100.0,16.6,0.022,0.034,0.047,0.010857142857142857,3.6,5.4,4.4,7.842857142857143
Denver,2021-04-28 14:00:00+00:00,0.022,3.6,9.9,0.28,0.0,0.015,4.1,100.0,18.4,0.025,0.035,0.05,0.011,4.2,5.9,3.6,8.3
Denver,2021-04-28 15:00:00+00:00,0.025,4.2,9.8,0.31,0.0,0.012,4.5,100.0,14.8,0.029500000000000002,0.039,0.0495,0.023,4.800000000000001,6.1,3.55,7.2
Denver,2021-04-28 16:00:00+00:00,0.029500000000000002,4.800000000000001,12.15,0.24,0.0,0.0095,5.2,99.0,24.1,0.034,0.043,0.049,0.043,5.4,5.25,3.5,4.9
Denver,2021-04-28 17:00:00+00:00,0.034,5.4,14.5,0.17,0.0,0.007,5.8,94.0,18.4,0.035,0.047,0.048,0.048,5.9,4.4,3.9,4.65
Denver,2021-04-28 18:00:00+00:00,0.035,5.9,13.2,0.18,0.0,0.006500000000000001,6.9,89.0,18.4,0.039,0.05,0.029,0.053,6.1,3.6,4.4,4.4
Denver,2021-04-28 19:00:00+00:00,0.039,6.1,14.5,0.16,0.0,0.006,8.6,73.0,24.1,0.043,0.0495,0.023,0.055,5.25,3.55,5.4,5.0
Denver,2021-04-28 20:00:00+00:00,0.043,5.25,13.55,0.15000000000000002,0.0,0.0055,11.2,61.0,16.6,0.047,0.049,0.017,0.0565,4.4,3.5,6.4,5.65
Denver,2021-04-28 21:00:00+00:00,0.047,4.4,12.6,0.14,0.0,0.005,11.3,61.0,0.0,0.05,0.048,0.008,0.058,3.6,3.9,6.7,6.3
Denver,2021-04-28 22:00:00+00:00,0.05,3.6,10.0,0.16,0.0,0.005,12.6,49.0,14.8,0.0495,0.029,0.009000000000000001,0.059,3.55,4.4,5.9,5.8
Denver,2021-04-28 23:00:00+00:00,0.0495,3.55,9.65,0.165,0.0,0.0055,13.9,43.0,22.3,0.049,0.023,0.01,0.058,3.5,5.4,5.1,5.4
Denver,2021-04-29 00:00:00+00:00,0.049,3.5,9.3,0.17,0.0,0.006,13.7,42.0,16.6,0.048,0.017,0.010142857142857143,0.053,3.9,6.4,5.557142857142857,5.2
Denver,2021-04-29 01:00:00+00:00,0.048,3.9,12.8,0.17,0.0,0.006,11.8,51.0,14.8,0.029,0.008,0.010285714285714285,0.05,4.4,6.7,6.014285714285714,4.7
Denver,2021-04-29 02:00:00+00:00,0.029,4.4,17.6,0.3,0.0,0.018,10.8,49.0,0.0,0.023,0.009000000000000001,0.010428571428571428,0.04,5.4,5.9,6.4714285714285715,5.2
Denver,2021-04-29 03:00:00+00:00,0.023,5.4,18.200000000000003,0.315,0.0,0.0195,9.9,52.0,0.0,0.017,0.01,0.010571428571428572,0.028,6.4,5.1,6.928571428571429,5.1
Denver,2021-04-29 04:00:00+00:00,0.017,6.4,18.8,0.33,0.0,0.021,9.4,51.0,0.0,0.008,0.010142857142857143,0.010714285714285714,0.026,6.7,5.557142857142857,7.385714285714286,5.666666666666666
Denver,2021-04-29 05:00:00+00:00,0.008,6.7,19.5,0.43,0.0,0.019333333333333334,6.0,67.0,11.2,0.009000000000000001,0.010285714285714285,0.010857142857142857,0.024,5.9,6.014285714285714,7.842857142857143,6.233333333333333
Denver,2021-04-29 06:00:00+00:00,0.009000000000000001,5.9,15.1,0.32,0.00011111111111111109,0.017666666666666667,5.3,69.0,14.8,0.01,0.010428571428571428,0.011,0.022,5.1,6.4714285714285715,8.3,6.8
Denver,2021-04-29 07:00:00+00:00,0.01,5.1,10.7,0.21,0.00022222222222222218,0.016,5.0,80.0,13.0,0.010142857142857143,0.010571428571428572,0.023,0.021333333333333333,5.557142857142857,6.928571428571429,7.2,5.8999999999999995
Denver,2021-04-29 13:00:00+00:00,0.010142857142857143,5.557142857142857,14.399999999999999,0.2714285714285714,0.00033333333333333327,0.017714285714285714,5.1,71.0,5.4,0.010285714285714285,0.010714285714285714,0.043,0.020666666666666667,6.014285714285714,7.385714285714286,4.9,5.0
Denver,2021-04-29 12:00:00+00:00,0.010285714285714285,6.014285714285714,18.1,0.33285714285714285,0.00044444444444444447,0.019428571428571427,4.0,77.0,13.0,0.010428571428571428,0.010857142857142857,0.048,0.02,6.4714285714285715,7.842857142857143,4.65,4.1
Denver,2021-04-29 11:00:00+00:00,0.010428571428571428,6.4714285714285715,21.8,0.39428571428571424,0.0005555555555555556,0.021142857142857144,4.0,80.0,14.8,0.010571428571428572,0.011,0.053,0.02,6.928571428571429,8.3,4.4,4.6
Denver,2021-04-29 10:00:00+00:00,0.010571428571428572,6.928571428571429,25.5,0.45571428571428574,0.0006666666666666666,0.022857142857142857,3.7,85.0,13.0,0.010714285714285714,0.023,0.055,0.019,7.385714285714286,7.2,5.0,4.4
Denver,2021-04-29 09:00:00+00:00,0.010714285714285714,7.385714285714286,29.200000000000003,0.5171428571428571,0.0007777777777777778,0.02457142857142857,4.4,83.0,11.2,0.010857142857142857,0.043,0.0565,0.012,7.842857142857143,4.9,5.65,4.9
Denver,2021-04-29 08:00:00+00:00,0.010857142857142857,7.842857142857143,32.9,0.5785714285714286,0.0008888888888888889,0.026285714285714287,5.1,80.0,14.8,0.011,0.048,0.058,0.014,8.3,4.65,6.3,5.2
Denver,2021-04-29 14:00:00+00:00,0.011,8.3,36.6,0.64,0.001,0.028,9.0,58.0,9.4,0.023,0.053,0.059,0.019666666666666666,7.2,4.4,5.8,4.988888888888889
Denver,2021-04-29 15:00:00+00:00,0.023,7.2,32.1,0.44,0.001,0.027,11.5,43.0,9.4,0.043,0.055,0.058,0.025333333333333333,4.9,5.0,5.4,4.777777777777778
Denver,2021-04-29 16:00:00+00:00,0.043,4.9,20.0,0.25,0.0,0.01,12.9,41.0,9.4,0.048,0.0565,0.053,0.031,4.65,5.65,5.2,4.566666666666666
Denver,2021-04-29 17:00:00+00:00,0.048,4.65,17.65,0.2,0.0,0.007,14.5,34.0,0.0,0.053,0.058,0.05,0.03666666666666667,4.4,6.3,4.7,4.355555555555556
Denver,2021-04-29 18:00:00+00:00,0.053,4.4,15.3,0.15,0.0,0.004,16.3,31.0,14.8,0.055,0.059,0.04,0.042333333333333334,5.0,5.8,5.2,4.144444444444444
Denver,2021-04-29 19:00:00+00:00,0.055,5.0,16.6,0.17,0.0,0.004,17.1,29.0,14.8,0.0565,0.058,0.028,0.048,5.65,5.4,5.1,3.933333333333333
Denver,2021-04-29 20:00:00+00:00,0.0565,5.65,19.5,0.17,0.0,0.005,18.1,28.0,5.4,0.058,0.053,0.026,0.05366666666666667,6.3,5.2,5.666666666666666,3.7222222222222223
Denver,2021-04-29 21:00:00+00:00,0.058,6.3,22.4,0.17,0.0,0.006,18.6,26.0,7.6,0.059,0.05,0.024,0.059333333333333335,5.8,4.7,6.233333333333333,3.511111111111111
Denver,2021-04-29 22:00:00+00:00,0.059,5.8,19.0,0.2,0.0,0.006,19.1,27.0,7.6,0.058,0.04,0.022,0.065,5.4,5.2,6.8,3.3
Denver,2021-04-29 23:00:00+00:00,0.058,5.4,17.5,0.21,0.0,0.007,19.2,27.0,13.0,0.053,0.028,0.021333333333333333,0.066,5.2,5.1,5.8999999999999995,3.3
Denver,2021-04-30 00:00:00+00:00,0.053,5.2,21.6,0.24,0.0,0.009,18.8,29.0,13.0,0.05,0.026,0.020666666666666667,0.0575,4.7,5.666666666666666,5.0,3.3
Denver,2021-04-30 01:00:00+00:00,0.05,4.7,24.0,0.29,0.0,0.007,17.2,32.0,13.0,0.04,0.024,0.02,0.049,5.2,6.233333333333333,4.1,3.3
Denver,2021-04-30 02:00:00+00:00,0.04,5.2,25.4,0.29,0.0,0.013,14.8,43.0,9.4,0.028,0.022,0.02,0.042,5.1,6.8,4.6,3.7
Denver,2021-04-30 03:00:00+00:00,0.028,5.1,19.8,0.33,0.0,0.021,11.5,59.0,16.6,0.026,0.021333333333333333,0.019,0.041,5.666666666666666,5.8999999999999995,4.4,4.6
Denver,2021-04-30 05:00:00+00:00,0.026,5.666666666666666,20.066666666666666,0.31,0.0,0.018666666666666668,9.9,57.0,11.2,0.024,0.020666666666666667,0.012,0.03,6.233333333333333,5.0,4.9,6.1
Denver,2021-04-30 04:00:00+00:00,0.024,6.233333333333333,20.333333333333336,0.29000000000000004,0.0,0.016333333333333335,10.8,57.0,18.4,0.022,0.02,0.014,0.019,6.8,4.1,5.2,7.6
Denver,2021-04-30 06:00:00+00:00,0.022,6.8,20.6,0.27,0.0,0.014,9.1,59.0,20.5,0.021333333333333333,0.02,0.019666666666666666,0.024,5.8999999999999995,4.6,4.988888888888889,6.199999999999999
Denver,2021-04-30 08:00:00+00:00,0.021333333333333333,5.8999999999999995,17.96666666666667,0.24666666666666667,0.0,0.014,11.2,45.0,33.5,0.020666666666666667,0.019,0.025333333333333333,0.029,5.0,4.4,4.777777777777778,4.8
Denver,2021-04-30 07:00:00+00:00,0.020666666666666667,5.0,15.333333333333334,0.22333333333333336,0.0,0.014,11.5,44.0,27.7,0.02,0.012,0.031,0.025500000000000002,4.1,4.9,4.566666666666666,4.6
Denver,2021-04-30 09:00:00+00:00,0.02,4.1,12.7,0.2,0.0,0.014,10.9,45.0,31.7,0.02,0.014,0.03666666666666667,0.022,4.6,5.2,4.355555555555556,4.4
Denver,2021-04-30 10:00:00+00:00,0.02,4.6,13.0,0.2,0.0,0.013,10.3,46.0,25.9,0.019,0.019666666666666666,0.042333333333333334,0.023,4.4,4.988888888888889,4.144444444444444,4.2
Denver,2021-04-30 11:00:00+00:00,0.019,4.4,11.8,0.21,0.0,0.013,9.1,51.0,20.5,0.012,0.025333333333333333,0.048,0.024,4.9,4.777777777777778,3.933333333333333,4.0
Denver,2021-04-30 12:00:00+00:00,0.012,4.9,15.8,0.31,0.0,0.019,8.5,53.0,14.8,0.014,0.031,0.05366666666666667,0.0248,5.2,4.566666666666666,3.7222222222222223,3.986666666666667
Denver,2021-04-30 13:00:00+00:00,0.014,5.2,24.6,0.43,0.0,0.021,9.5,52.0,11.2,0.019666666666666666,0.03666666666666667,0.059333333333333335,0.025599999999999998,4.988888888888889,4.355555555555556,3.511111111111111,3.973333333333333
