City,Time,O3,PM2.5,PM10,CO,SO2,NO2,NH3,Temp,RHum,WSpd,O3_P1,O3_P4,O3_P8,O3_P24,PM2.5_P1,PM2.5_P4,PM2.5_P8,PM2.5_P24
Bangkok,2021-09-13 13:00:00,0.0,41.44,41.44,1869.2,56.27,28.1,32.42,29.2,78.0,1.8,0.0,0.0,0.18,0.0,33.89,23.73,41.71,272.48
Bangkok,2021-09-13 14:00:00,0.0,33.89,33.89,1522.06,51.98,27.76,30.91,28.7,80.0,1.8,0.0,0.0,0.49,0.0,26.52,24.46,44.85,223.69
Bangkok,2021-09-13 15:00:00,0.0,26.52,26.52,1174.93,43.87,26.05,26.35,29.4,75.0,0.0,0.0,0.0,0.89,0.0,24.02,27.55,40.85,190.27
Bangkok,2021-09-13 16:00:00,0.0,24.02,24.02,1054.76,41.01,25.02,24.07,27.9,83.0,1.8,0.0,0.02,2.59,0.0,23.73,33.34,29.08,178.64
Bangkok,2021-09-13 17:00:00,0.0,23.73,23.73,1054.76,41.01,25.71,23.81,27.6,84.0,1.8,0.0,0.18,2.75,0.0,24.46,41.71,26.81,171.5
Bangkok,2021-09-13 18:00:00,0.0,24.46,24.46,1108.17,41.96,26.05,24.32,29.0,75.0,0.0,0.0,0.49,1.92,0.0,27.55,44.85,25.74,165.49
Bangkok,2021-09-13 19:00:00,0.0,27.55,27.55,1255.04,46.73,26.39,26.6,27.2,85.0,1.8,0.02,0.89,1.16,0.0,33.34,40.85,29.15,165.15
Bangkok,2021-09-13 20:00:00,0.02,33.34,33.34,1602.17,53.41,27.76,29.64,27.1,85.0,1.8,0.18,2.59,0.87,0.0,41.71,29.08,39.73,180.18
Bangkok,2021-09-13 21:00:00,0.18,41.71,41.71,2216.34,64.85,30.16,35.47,28.0,77.0,0.0,0.49,2.75,0.5,0.01,44.85,26.81,49.45,185.29
Bangkok,2021-09-13 22:00:00,0.49,44.85,44.85,2403.26,71.53,31.19,41.04,28.0,78.0,0.0,0.89,1.92,0.15,0.03,40.85,25.74,75.06,191.17
Bangkok,2021-09-13 23:00:00,0.89,40.85,40.85,2109.53,67.71,30.5,40.53,27.8,79.0,1.8,2.59,1.16,0.03,0.04,29.08,29.15,117.87,201.36
Bangkok,2021-09-14 00:00:00,2.59,29.08,29.08,1508.71,50.55,31.19,30.91,27.8,72.0,3.6,2.75,0.87,0.0,0.06,26.81,39.73,156.15,172.27
Bangkok,2021-09-14 01:00:00,2.75,26.81,26.81,1401.9,48.64,33.93,29.39,28.6,76.0,1.8,1.92,0.5,0.0,0.11,25.74,49.45,199.02,125.29
Bangkok,2021-09-14 02:00:00,1.92,25.74,25.74,1401.9,47.68,35.64,28.88,29.6,72.0,3.7,1.16,0.15,0.0,0.19,29.15,75.06,251.12,79.45
Bangkok,2021-09-14 03:00:00,1.16,29.15,29.15,1628.88,55.31,36.67,30.4,28.3,77.0,3.6,0.87,0.03,0.0,0.21,39.73,117.87,295.27,55.84
Bangkok,2021-09-14 04:00:00,0.87,39.73,39.73,2109.53,71.53,40.44,36.48,29.3,73.0,3.7,0.5,0.0,0.0,0.13,49.45,156.15,305.27,46.84
Bangkok,2021-09-14 05:00:00,0.5,49.45,49.45,2590.18,82.97,41.81,39.52,30.4,69.0,3.7,0.15,0.0,0.0,0.04,75.06,199.02,272.48,39.72
Bangkok,2021-09-14 06:00:00,0.15,75.06,75.06,4379.27,96.32,43.87,40.53,31.0,69.0,5.4,0.03,0.0,0.0,0.06,117.87,251.12,223.69,51.22
Bangkok,2021-09-14 07:00:00,0.03,117.87,117.87,7370.0,109.67,49.35,40.53,31.3,66.0,3.7,0.0,0.0,0.0,0.04,156.15,295.27,190.27,79.19
Bangkok,2021-09-14 08:00:00,0.0,156.15,156.15,9185.79,111.58,52.78,40.53,31.2,68.0,3.7,0.0,0.0,0.0,0.0,199.02,305.27,178.64,109.65
Bangkok,2021-09-14 09:00:00,0.0,199.02,199.02,10467.53,116.35,56.21,42.05,32.5,64.0,5.4,0.0,0.0,0.0,0.0,251.12,272.48,171.5,122.05
Bangkok,2021-09-14 10:00:00,0.0,251.12,251.12,11856.08,119.21,60.32,41.54,31.3,69.0,3.7,0.0,0.0,0.0,0.0,295.27,223.69,165.49,110.16
Bangkok,2021-09-14 11:00:00,0.0,295.27,295.27,12817.38,117.3,65.12,38.51,30.2,73.0,3.7,0.0,0.0,0.0,0.0,305.27,190.27,165.15,92.26
Bangkok,2021-09-14 12:00:00,0.0,305.27,305.27,12603.76,111.58,69.92,34.96,29.5,75.0,0.0,0.0,0.0,0.0,0.0,272.48,178.64,180.18,71.43
Bangkok,2021-09-14 13:00:00,0.0,272.48,272.48,10894.78,103.95,70.6,31.92,28.5,81.0,1.8,0.0,0.0,0.01,0.0,223.69,171.5,185.29,54.84
Bangkok,2021-09-14 14:00:00,0.0,223.69,223.69,8331.3,101.09,68.55,32.93,27.9,84.0,1.8,0.0,0.0,0.03,0.0,190.27,165.49,191.17,41.16
Bangkok,2021-09-14 15:00:00,0.0,190.27,190.27,6515.5,119.21,67.17,46.1,27.3,84.0,0.0,0.0,0.0,0.04,0.0,178.64,165.15,201.36,37.07
Bangkok,2021-09-14 16:00:00,0.0,178.64,178.64,5767.82,122.07,63.75,48.64,27.1,85.0,0.0,0.0,0.0,0.06,0.0,171.5,180.18,172.27,37.57
Bangkok,2021-09-14 17:00:00,0.0,171.5,171.5,5287.17,120.16,59.63,48.64,26.9,87.0,0.0,0.0,0.01,0.11,0.0,165.49,185.29,125.29,38.23
Bangkok,2021-09-14 18:00:00,0.0,165.49,165.49,4966.74,118.26,56.89,48.64,27.0,86.0,0.0,0.0,0.03,0.19,0.0,165.15,191.17,79.45,39.48
Bangkok,2021-09-14 19:00:00,0.0,165.15,165.15,4966.74,127.79,54.84,54.21,26.6,89.0,0.0,0.0,0.04,0.21,0.0,180.18,201.36,55.84,45.55
Bangkok,2021-09-14 20:00:00,0.0,180.18,180.18,5767.82,148.77,55.52,65.86,26.6,89.0,0.0,0.01,0.06,0.13,0.03,185.29,172.27,46.84,61.39
Bangkok,2021-09-14 21:00:00,0.01,185.29,185.29,6675.72,164.03,56.21,72.96,27.1,72.0,0.0,0.03,0.11,0.04,0.14,191.17,125.29,39.72,66.77
Bangkok,2021-09-14 22:00:00,0.03,191.17,191.17,7370.0,183.11,57.58,81.06,27.0,76.0,0.0,0.04,0.19,0.06,0.22,201.36,79.45,51.22,67.76
Bangkok,2021-09-14 23:00:00,0.04,201.36,201.36,7904.05,207.9,61.01,95.25,26.9,79.0,0.0,0.06,0.21,0.04,0.16,172.27,55.84,79.19,69.44
Bangkok,2021-09-15 00:00:00,0.06,172.27,172.27,6782.53,194.55,61.01,86.13,26.8,84.0,0.0,0.11,0.13,0.0,0.23,125.29,46.84,109.65,45.6
Bangkok,2021-09-15 01:00:00,0.11,125.29,125.29,5180.36,152.59,56.21,64.85,27.5,81.0,0.0,0.19,0.04,0.0,0.54,79.45,39.72,122.05,33.16
Bangkok,2021-09-15 02:00:00,0.19,79.45,79.45,3524.78,106.81,49.35,45.6,28.2,80.0,0.0,0.21,0.06,0.0,0.98,55.84,51.22,110.16,26.42
Bangkok,2021-09-15 03:00:00,0.21,55.84,55.84,2670.29,83.92,46.61,38.51,26.3,96.0,5.4,0.13,0.04,0.0,1.1,46.84,79.19,92.26,26.29
Bangkok,2021-09-15 04:00:00,0.13,46.84,46.84,2376.56,77.25,43.87,36.99,27.4,89.0,5.5,0.04,0.0,0.0,0.83,39.72,109.65,71.43,28.32
Bangkok,2021-09-15 05:00:00,0.04,39.72,39.72,2162.93,69.62,41.13,33.95,28.5,83.0,3.7,0.06,0.0,0.0,0.63,51.22,122.05,54.84,27.72
Bangkok,2021-09-15 06:00:00,0.06,51.22,51.22,3578.19,71.53,42.16,32.17,29.5,84.0,5.4,0.04,0.0,0.0,0.38,79.19,110.16,41.16,38.0
Bangkok,2021-09-15 07:00:00,0.04,79.19,79.19,6195.07,81.06,45.93,31.16,29.5,77.0,3.7,0.0,0.0,0.0,0.07,109.65,92.26,37.07,50.52
Bangkok,2021-09-15 08:00:00,0.0,109.65,109.65,7904.05,86.78,48.67,32.93,29.4,78.0,3.7,0.0,0.0,0.0,0.0,122.05,71.43,37.57,56.32
Bangkok,2021-09-15 09:00:00,0.0,122.05,122.05,7797.24,80.11,47.3,32.42,29.0,81.0,5.4,0.0,0.0,0.0,0.0,110.16,54.84,38.23,55.52
Bangkok,2021-09-15 10:00:00,0.0,110.16,110.16,6301.88,69.62,43.18,29.13,28.5,84.0,3.7,0.0,0.0,0.0,0.0,92.26,41.16,39.48,52.69
Bangkok,2021-09-15 11:00:00,0.0,92.26,92.26,4699.71,66.76,39.41,28.63,28.0,87.0,1.8,0.0,0.0,0.0,0.0,71.43,37.07,45.55,51.53
Bangkok,2021-09-15 12:00:00,0.0,71.43,71.43,3471.37,64.85,35.64,28.37,28.6,84.0,0.0,0.0,0.0,0.03,0.0,54.84,37.57,61.39,48.68
Bangkok,2021-09-15 13:00:00,0.0,54.84,54.84,2830.51,51.5,30.16,22.04,27.2,92.0,1.8,0.0,0.0,0.14,0.0,41.16,38.23,66.77,44.39
Bangkok,2021-09-15 14:00:00,0.0,41.16,41.16,2162.93,40.53,24.68,17.73,27.0,92.0,1.8,0.0,0.0,0.22,0.0,37.07,39.48,67.76,41.46
Bangkok,2021-09-15 15:00:00,0.0,37.07,37.07,1789.09,38.15,21.94,16.47,27.4,86.0,0.0,0.0,0.0,0.16,0.0,37.57,45.55,69.44,43.72
Bangkok,2021-09-15 16:00:00,0.0,37.57,37.57,1655.58,40.05,21.42,16.97,27.1,88.0,0.0,0.0,0.03,0.23,0.0,38.23,61.39,45.6,45.92
Bangkok,2021-09-15 17:00:00,0.0,38.23,38.23,1588.82,41.96,21.42,17.99,26.8,90.0,0.0,0.0,0.14,0.54,0.0,39.48,66.77,33.16,46.11
Bangkok,2021-09-15 18:00:00,0.0,39.48,39.48,1615.52,44.82,21.76,19.76,27.6,87.0,0.0,0.0,0.22,0.98,0.0,45.55,67.76,26.42,46.46
Bangkok,2021-09-15 19:00:00,0.0,45.55,45.55,1895.9,52.93,22.62,24.32,26.4,92.0,0.0,0.03,0.16,1.1,0.0,61.39,69.44,26.29,52.22
Bangkok,2021-09-15 20:00:00,0.03,61.39,61.39,2803.8,71.53,26.39,33.95,26.3,91.0,0.0,0.14,0.23,0.83,0.01,66.77,45.6,28.32,69.29
Bangkok,2021-09-15 21:00:00,0.14,66.77,66.77,3471.37,88.69,30.85,42.56,25.7,98.0,0.0,0.22,0.54,0.63,0.15,67.76,33.16,27.72,77.72
Bangkok,2021-09-15 22:00:00,0.22,67.76,67.76,3685.0,94.41,36.33,44.58,26.2,92.0,0.0,0.16,0.98,0.38,0.48,69.44,26.42,38.0,80.68
Bangkok,2021-09-15 23:00:00,0.16,69.44,69.44,3578.19,103.95,41.13,50.16,26.2,92.0,0.0,0.23,1.1,0.07,1.31,45.6,26.29,50.52,81.89
Bangkok,2021-09-16 00:00:00,0.23,45.6,45.6,2376.56,74.39,39.07,35.47,26.1,97.0,0.0,0.54,0.83,0.0,2.68,33.16,28.32,56.32,46.82
Bangkok,2021-09-16 01:00:00,0.54,33.16,33.16,1789.09,58.65,35.64,28.88,27.1,89.0,1.8,0.98,0.63,0.0,1.13,26.42,27.72,55.52,35.55
Bangkok,2021-09-16 02:00:00,0.98,26.42,26.42,1522.06,48.64,33.93,24.07,28.1,85.0,1.8,1.1,0.38,0.0,0.67,26.29,38.0,52.69,31.04
Bangkok,2021-09-16 03:00:00,1.1,26.29,26.29,1548.77,49.11,35.3,24.83,27.4,91.0,5.4,0.83,0.07,0.0,2.41,28.32,50.52,51.53,34.8
Bangkok,2021-09-16 04:00:00,0.83,28.32,28.32,1655.58,52.93,37.01,26.85,28.3,85.0,5.5,0.63,0.0,0.0,1.9,27.72,56.32,48.68,41.65
Bangkok,2021-09-16 05:00:00,0.63,27.72,27.72,1682.28,51.98,37.36,26.35,29.2,81.0,5.5,0.38,0.0,0.0,1.24,38.0,55.52,44.39,41.8
Bangkok,2021-09-16 06:00:00,0.38,38.0,38.0,2403.26,65.8,42.5,36.99,30.0,75.0,5.4,0.07,0.0,0.0,0.58,50.52,52.69,41.46,46.85
Bangkok,2021-09-16 07:00:00,0.07,50.52,50.52,3311.16,78.2,50.04,41.54,30.1,76.0,3.7,0.0,0.0,0.0,0.08,56.32,51.53,43.72,55.69
Bangkok,2021-09-16 08:00:00,0.0,56.32,56.32,3524.78,77.25,50.72,38.51,30.1,76.0,3.7,0.0,0.0,0.0,0.0,55.52,48.68,45.92,59.87
Bangkok,2021-09-16 09:00:00,0.0,55.52,55.52,3124.24,69.62,46.61,32.17,29.6,74.0,3.6,0.0,0.0,0.0,0.0,52.69,44.39,46.11,60.06
Bangkok,2021-09-16 10:00:00,0.0,52.69,52.69,2696.99,65.8,43.87,29.39,29.1,77.0,3.7,0.0,0.0,0.0,0.0,51.53,41.46,46.46,68.2
Bangkok,2021-09-16 11:00:00,0.0,51.53,51.53,2429.96,63.9,42.16,28.88,28.7,80.0,1.8,0.0,0.0,0.0,0.0,48.68,43.72,52.22,82.52
Bangkok,2021-09-16 12:00:00,0.0,48.68,48.68,2296.45,60.08,40.78,25.84,28.9,77.0,0.0,0.0,0.0,0.01,0.0,44.39,45.92,69.29,122.6
Bangkok,2021-09-16 13:00:00,0.0,44.39,44.39,2216.34,55.31,40.1,22.29,27.9,85.0,1.8,0.0,0.0,0.15,0.0,41.46,46.11,77.72,154.53
Bangkok,2021-09-16 14:00:00,0.0,41.46,41.46,2029.42,51.98,38.39,20.77,27.6,87.0,1.8,0.0,0.0,0.48,0.0,43.72,46.46,80.68,150.42
Bangkok,2021-09-16 15:00:00,0.0,43.72,43.72,1922.61,51.5,36.33,22.04,28.0,84.0,0.0,0.0,0.0,1.31,0.0,45.92,52.22,81.89,147.68
Bangkok,2021-09-16 16:00:00,0.0,45.92,45.92,1842.5,49.11,34.62,22.04,27.7,86.0,0.0,0.0,0.01,2.68,0.0,46.11,69.29,46.82,146.03
Bangkok,2021-09-16 17:00:00,0.0,46.11,46.11,1762.39,46.25,32.9,21.03,27.4,87.0,0.0,0.0,0.15,1.13,0.0,46.46,77.72,35.55,129.21
Bangkok,2021-09-16 18:00:00,0.0,46.46,46.46,1789.09,45.3,31.53,21.28,27.7,84.0,3.6,0.0,0.48,0.67,0.0,52.22,80.68,31.04,84.32
Bangkok,2021-09-16 19:00:00,0.0,52.22,52.22,2082.82,51.98,31.87,24.83,26.9,90.0,0.0,0.01,1.31,2.41,0.0,69.29,81.89,34.8,72.19
Bangkok,2021-09-16 20:00:00,0.01,69.29,69.29,3097.53,67.71,35.64,32.42,26.7,91.0,0.0,0.15,2.68,1.9,0.01,77.72,46.82,41.65,81.37
Bangkok,2021-09-16 21:00:00,0.15,77.72,77.72,4112.24,81.06,40.1,39.01,26.9,85.0,0.0,0.48,1.13,1.24,0.47,80.68,35.55,41.8,90.19
Bangkok,2021-09-16 22:00:00,0.48,80.68,80.68,4592.9,94.41,45.24,48.64,26.9,86.0,0.0,1.31,0.67,0.58,3.09,81.89,31.04,46.85,102.02
Bangkok,2021-09-16 23:00:00,1.31,81.89,81.89,4379.27,110.63,52.09,63.84,26.8,88.0,0.0,2.68,2.41,0.08,44.7,46.82,34.8,55.69,162.9
Bangkok,2021-09-17 00:00:00,2.68,46.82,46.82,2403.26,77.25,53.47,46.1,27.2,87.0,0.0,1.13,1.9,0.0,434.88,35.55,41.65,59.87,337.69
Bangkok,2021-09-17 01:00:00,1.13,35.55,35.55,1895.9,64.85,49.35,38.0,27.9,84.0,1.8,0.67,1.24,0.0,537.87,31.04,41.8,60.06,354.99
Bangkok,2021-09-17 02:00:00,0.67,31.04,31.04,1762.39,59.61,43.53,34.45,28.9,80.0,1.8,2.41,0.58,0.0,503.54,34.8,46.85,68.2,306.3
Bangkok,2021-09-17 03:00:00,2.41,34.8,34.8,1949.31,66.76,45.93,40.03,31.2,63.0,5.4,1.9,0.08,0.0,480.65,41.65,55.69,82.52,293.13
Bangkok,2021-09-17 04:00:00,1.9,41.65,41.65,2269.75,76.29,50.72,47.12,31.5,63.0,5.5,1.24,0.0,0.0,423.43,41.8,59.87,122.6,291.74
Bangkok,2021-09-17 05:00:00,1.24,41.8,41.8,2376.56,75.34,47.3,46.1,31.8,63.0,3.7,0.58,0.0,0.0,283.24,46.85,60.06,154.53,213.37
Bangkok,2021-09-17 06:00:00,0.58,46.85,46.85,2964.02,79.16,44.55,47.12,33.6,59.0,3.6,0.08,0.0,0.0,108.72,55.69,68.2,150.42,132.15
Bangkok,2021-09-17 07:00:00,0.08,55.69,55.69,3738.4,83.92,44.55,47.62,31.8,65.0,3.7,0.0,0.0,0.0,9.39,59.87,82.52,147.68,93.27
Bangkok,2021-09-17 08:00:00,0.0,59.87,59.87,3791.81,79.16,42.84,41.04,31.4,67.0,3.7,0.0,0.0,0.0,0.01,60.06,122.6,146.03,75.35
Bangkok,2021-09-17 09:00:00,0.0,60.06,60.06,3524.78,62.94,41.47,29.89,32.2,61.0,3.6,0.0,0.0,0.0,0.0,68.2,154.53,129.21,87.87
Bangkok,2021-09-17 10:00:00,0.0,68.2,68.2,3631.59,55.31,42.5,25.08,31.4,67.0,3.7,0.0,0.0,0.0,0.0,82.52,150.42,84.32,116.47
Bangkok,2021-09-17 11:00:00,0.0,82.52,82.52,3952.03,56.27,44.55,25.33,30.5,71.0,1.8,0.0,0.0,0.0,0.0,122.6,147.68,72.19,138.82
Bangkok,2021-09-17 12:00:00,0.0,122.6,122.6,5661.01,54.84,45.24,22.29,29.6,69.0,7.6,0.0,0.0,0.01,0.0,154.53,146.03,81.37,149.5
Bangkok,2021-09-17 13:00:00,0.0,154.53,154.53,7370.0,52.93,42.84,23.31,29.2,77.0,1.8,0.0,0.0,0.47,0.0,150.42,129.21,90.19,154.83
Bangkok,2021-09-17 14:00:00,0.0,150.42,150.42,7156.37,50.07,37.36,27.36,28.9,79.0,0.0,0.0,0.0,3.09,0.0,147.68,84.32,102.02,168.81
Bangkok,2021-09-17 15:00:00,0.0,147.68,147.68,6355.29,52.93,33.24,34.45,28.9,72.0,0.0,0.0,0.0,44.7,0.0,146.03,72.19,162.9,178.76
Bangkok,2021-09-17 16:00:00,0.0,146.03,146.03,5661.01,42.92,26.39,26.6,28.6,75.0,0.0,0.0,0.01,434.88,0.0,129.21,81.37,337.69,180.7
Bangkok,2021-09-17 17:00:00,0.0,129.21,129.21,4646.3,30.99,20.74,16.47,28.3,77.0,0.0,0.0,0.47,537.87,0.0,84.32,90.19,354.99,180.78
Bangkok,2021-09-17 18:00:00,0.0,84.32,84.32,2964.02,29.8,20.56,15.71,28.3,74.0,0.0,0.0,3.09,503.54,0.0,72.19,102.02,306.3,189.13
Bangkok,2021-09-17 19:00:00,0.0,72.19,72.19,2536.77,31.47,19.02,16.21,27.7,81.0,0.0,0.01,44.7,480.65,0.0,81.37,162.9,293.13,190.42
Bangkok,2021-09-17 20:00:00,0.01,81.37,81.37,3124.24,41.49,20.56,22.29,27.5,82.0,0.0,0.47,434.88,423.43,0.03,90.19,337.69,291.74,179.1
Bangkok,2021-09-17 21:00:00,0.47,90.19,90.19,3791.81,69.62,32.56,39.52,27.5,78.0,0.0,3.09,537.87,283.24,0.37,102.02,354.99,213.37,143.85
Bangkok,2021-09-17 22:00:00,3.09,102.02,102.02,4539.49,83.92,50.72,46.61,27.4,80.0,0.0,44.7,503.54,108.72,0.72,162.9,306.3,132.15,135.69
Bangkok,2021-09-17 23:00:00,44.7,162.9,162.9,5393.98,104.9,152.17,57.25,27.3,81.0,0.0,434.88,480.65,9.39,0.87,337.69,293.13,93.27,126.75
Bangkok,2021-09-18 00:00:00,434.88,337.69,337.69,3685.0,96.32,91.85,49.65,27.0,86.0,5.4,537.87,423.43,0.01,0.32,354.99,291.74,75.35,77.98
Bangkok,2021-09-18 01:00:00,537.87,354.99,354.99,2964.02,80.11,34.27,41.04,28.6,77.0,0.0,503.54,283.24,0.0,0.05,306.3,213.37,87.87,65.06
Bangkok,2021-09-18 02:00:00,503.54,306.3,306.3,2590.18,70.57,29.47,36.48,30.0,72.0,0.0,480.65,108.72,0.0,0.02,293.13,132.15,116.47,70.77
Bangkok,2021-09-18 03:00:00,480.65,293.13,293.13,2563.48,71.53,35.64,35.97,31.8,61.0,1.8,423.43,9.39,0.0,0.03,291.74,93.27,138.82,87.21
Bangkok,2021-09-18 04:00:00,423.43,291.74,291.74,2803.8,81.06,49.35,39.01,32.0,65.0,1.8,283.24,0.01,0.0,0.07,213.37,75.35,149.5,120.28
Bangkok,2021-09-18 05:00:00,283.24,213.37,213.37,2590.18,77.25,64.43,36.99,32.6,62.0,1.8,108.72,0.0,0.0,0.33,132.15,87.87,154.83,155.37
Bangkok,2021-09-18 06:00:00,108.72,132.15,132.15,2750.4,80.11,102.82,43.06,34.0,59.0,5.4,9.39,0.0,0.0,0.04,93.27,116.47,168.81,196.32
Bangkok,2021-09-18 07:00:00,9.39,93.27,93.27,3257.75,88.69,126.12,49.65,33.0,61.0,3.7,0.01,0.0,0.0,0.0,75.35,138.82,178.76,251.88
Bangkok,2021-09-18 08:00:00,0.01,75.35,75.35,3364.56,85.83,95.96,46.61,32.7,63.0,1.8,0.0,0.0,0.0,0.0,87.87,149.5,180.7,321.71
Bangkok,2021-09-18 09:00:00,0.0,87.87,87.87,4272.46,71.53,74.71,30.91,34.4,55.0,1.8,0.0,0.0,0.0,0.0,116.47,154.83,180.78,360.15
Bangkok,2021-09-18 10:00:00,0.0,116.47,116.47,5500.79,60.08,65.12,23.31,33.1,60.0,1.8,0.0,0.0,0.0,0.0,138.82,168.81,189.13,367.22
Bangkok,2021-09-18 11:00:00,0.0,138.82,138.82,5981.45,55.31,63.06,23.31,31.9,66.0,1.8,0.0,0.0,0.0,0.0,149.5,178.76,190.42,351.94
Bangkok,2021-09-18 12:00:00,0.0,149.5,149.5,5981.45,51.98,65.12,23.81,31.0,70.0,0.0,0.0,0.0,0.03,0.0,154.83,180.7,179.1,229.02
Bangkok,2021-09-18 13:00:00,0.0,154.83,154.83,5714.42,48.64,65.8,21.53,30.0,75.0,0.0,0.0,0.0,0.37,0.0,168.81,180.78,143.85,148.47
Bangkok,2021-09-18 14:00:00,0.0,168.81,168.81,5287.17,47.21,66.49,21.03,29.4,78.0,0.0,0.0,0.0,0.72,0.0,178.76,189.13,135.69,114.56
Bangkok,2021-09-18 15:00:00,0.0,178.76,178.76,4432.68,42.44,65.12,19.51,29.8,78.0,0.0,0.0,0.0,0.87,0.0,180.7,190.42,126.75,100.58
Bangkok,2021-09-18 16:00:00,0.0,180.7,180.7,3791.81,39.1,57.58,19.0,29.4,80.0,0.0,0.0,0.03,0.32,0.0,180.78,179.1,77.98,101.52
Bangkok,2021-09-18 17:00:00,0.0,180.78,180.78,3631.59,40.05,49.35,19.76,29.0,82.0,0.0,0.0,0.37,0.05,0.0,189.13,143.85,65.06,117.32
Bangkok,2021-09-18 18:00:00,0.0,189.13,189.13,3898.62,42.92,43.18,21.28,29.0,81.0,0.0,0.0,0.72,0.02,0.0,190.42,135.69,70.77,146.81
Bangkok,2021-09-18 19:00:00,0.0,190.42,190.42,4165.65,50.55,38.39,25.08,28.3,84.0,0.0,0.03,0.87,0.03,0.0,179.1,126.75,87.21,184.34
Bangkok,2021-09-18 20:00:00,0.03,179.1,179.1,4646.3,67.71,34.62,35.97,28.0,85.0,0.0,0.37,0.32,0.07,0.0,143.85,77.98,120.28,230.13
Bangkok,2021-09-18 21:00:00,0.37,143.85,143.85,4699.71,104.9,37.36,59.78,27.8,86.0,0.0,0.72,0.05,0.33,0.01,135.69,65.06,155.37,277.74
Bangkok,2021-09-18 22:00:00,0.72,135.69,135.69,5020.14,119.21,45.93,67.89,27.6,86.0,0.0,0.87,0.02,0.04,0.02,126.75,70.77,196.32,312.13
Bangkok,2021-09-18 23:00:00,0.87,126.75,126.75,4859.92,127.79,57.58,74.98,27.5,86.0,0.0,0.32,0.03,0.0,0.04,77.98,87.21,251.88,278.61
Bangkok,2021-09-19 00:00:00,0.32,77.98,77.98,3257.75,91.55,49.35,52.69,27.0,84.0,0.0,0.05,0.07,0.0,0.07,65.06,120.28,321.71,151.14
Bangkok,2021-09-19 01:00:00,0.05,65.06,65.06,2857.21,80.11,43.18,47.12,28.5,81.0,0.0,0.02,0.33,0.0,0.02,70.77,155.37,360.15,115.06
Bangkok,2021-09-19 02:00:00,0.02,70.77,70.77,3070.83,84.88,44.55,47.62,29.6,77.0,1.8,0.03,0.04,0.0,0.0,87.21,196.32,367.22,125.69
Bangkok,2021-09-19 03:00:00,0.03,87.21,87.21,3685.0,101.09,50.72,53.2,29.4,75.0,0.0,0.07,0.0,0.0,0.02,120.28,251.88,351.94,143.44
Bangkok,2021-09-19 04:00:00,0.07,120.28,120.28,4913.33,129.7,61.01,64.34,30.4,71.0,1.8,0.33,0.0,0.0,0.05,155.37,321.71,229.02,155.78
Bangkok,2021-09-19 05:00:00,0.33,155.37,155.37,6034.85,146.87,79.51,70.93,31.3,68.0,1.8,0.04,0.0,0.0,0.09,196.32,360.15,148.47,155.85
Bangkok,2021-09-19 06:00:00,0.04,196.32,196.32,8331.3,131.61,94.59,60.29,31.7,71.0,0.0,0.0,0.0,0.0,0.07,251.88,367.22,114.56,145.72
Bangkok,2021-09-19 07:00:00,0.0,251.88,251.88,12069.7,113.49,98.71,48.64,31.9,66.0,3.7,0.0,0.0,0.0,0.02,321.71,351.94,100.58,137.21
Bangkok,2021-09-19 08:00:00,0.0,321.71,321.71,14953.61,107.77,109.67,44.08,31.6,68.0,3.7,0.0,0.0,0.0,0.0,360.15,229.02,101.52,120.46
Bangkok,2021-09-19 09:00:00,0.0,360.15,360.15,15380.86,98.23,127.49,35.97,26.0,90.0,5.4,0.0,0.0,0.0,0.0,367.22,148.47,117.32,120.53
Bangkok,2021-09-19 10:00:00,0.0,367.22,367.22,13885.5,91.55,142.57,27.11,30.2,77.0,1.8,0.0,0.0,0.0,0.0,351.94,114.56,146.81,137.59
Bangkok,2021-09-19 11:00:00,0.0,351.94,351.94,11962.89,94.41,152.17,23.56,29.3,81.0,1.8,0.0,0.0,0.0,0.0,229.02,100.58,184.34,145.48
Bangkok,2021-09-19 12:00:00,0.0,229.02,229.02,6622.31,131.61,167.25,40.03,25.4,97.0,0.0,0.0,0.0,0.0,0.0,148.47,101.52,230.13,139.78
Bangkok,2021-09-19 13:00:00,0.0,148.47,148.47,4592.9,107.77,124.75,34.96,28.1,86.0,0.0,0.0,0.0,0.01,0.0,114.56,117.32,277.74,121.7
Bangkok,2021-09-19 14:00:00,0.0,114.56,114.56,3791.81,103.95,93.22,39.01,27.7,88.0,0.0,0.0,0.0,0.02,0.0,100.58,146.81,312.13,95.98
Bangkok,2021-09-19 15:00:00,0.0,100.58,100.58,3471.37,104.9,71.97,44.08,25.2,98.0,0.0,0.0,0.0,0.04,0.0,101.52,184.34,278.61,70.22
Bangkok,2021-09-19 16:00:00,0.0,101.52,101.52,3471.37,114.44,62.38,50.16,25.2,99.0,0.0,0.0,0.0,0.07,0.0,117.32,230.13,151.14,62.79
Bangkok,2021-09-19 17:00:00,0.0,117.32,117.32,3898.62,137.33,62.38,60.8,25.3,99.0,0.0,0.0,0.01,0.02,0.0,146.81,277.74,115.06,64.28
Bangkok,2021-09-19 18:00:00,0.0,146.81,146.81,4646.3,162.13,65.8,70.93,25.0,98.0,0.0,0.0,0.02,0.0,0.0,184.34,312.13,125.69,67.58
Bangkok,2021-09-19 19:00:00,0.0,184.34,184.34,5607.61,188.83,68.55,81.06,25.4,98.0,0.0,0.0,0.04,0.02,0.0,230.13,278.61,143.44,72.14
