City,Time,O3,PM2.5,PM10,CO,SO2,NO2,NH3,Temp,RHum,WSpd,O3_P1,O3_P4,O3_P8,O3_P24,PM2.5_P1,PM2.5_P4,PM2.5_P8,PM2.5_P24
Bangkok,2021-01-01 00:00:00,120.16,121.15,121.15,2349.85,66.76,77.46,36.99,19.5,66.0,0.0,178.81,153.07,0.0,200.27,128.42,89.17,134.23,145.77
Bangkok,2021-01-01 01:00:00,178.81,128.42,128.42,2002.72,55.31,55.52,30.4,21.1,63.0,1.8,214.58,43.63,0.0,251.77,130.18,96.18,114.04,150.18
Bangkok,2021-01-01 02:00:00,214.58,130.18,130.18,1789.09,49.59,47.3,26.85,22.1,60.0,1.8,185.97,0.81,0.0,254.63,110.2,118.73,94.73,133.1
Bangkok,2021-01-01 03:00:00,185.97,110.2,110.2,1708.98,47.21,49.35,26.09,23.8,58.0,0.0,153.07,0.0,0.0,228.88,89.17,137.94,83.5,111.56
Bangkok,2021-01-01 04:00:00,153.07,89.17,89.17,1588.82,41.96,49.35,24.07,24.7,55.0,1.8,43.63,0.0,0.0,197.41,96.18,134.23,82.11,89.84
Bangkok,2021-01-01 05:00:00,43.63,96.18,96.18,3685.0,49.11,106.93,27.11,25.6,52.0,3.7,0.81,0.0,0.0,133.04,118.73,114.04,76.58,87.02
Bangkok,2021-01-01 06:00:00,0.81,118.73,118.73,6942.75,60.56,109.67,33.44,26.6,53.0,3.6,0.0,0.0,0.01,45.42,137.94,94.73,74.42,90.16
Bangkok,2021-01-01 07:00:00,0.0,137.94,137.94,8224.49,64.85,94.59,40.03,27.0,49.0,3.7,0.0,0.0,0.03,2.77,134.23,83.5,73.49,88.76
Bangkok,2021-01-01 08:00:00,0.0,134.23,134.23,6942.75,56.74,85.0,40.53,27.4,48.0,3.7,0.0,0.0,0.04,0.06,114.04,82.11,72.63,85.09
Bangkok,2021-01-01 09:00:00,0.0,114.04,114.04,4859.92,47.21,71.97,36.48,28.5,42.0,0.0,0.0,0.0,0.04,0.02,94.73,76.58,71.76,79.77
Bangkok,2021-01-01 10:00:00,0.0,94.73,94.73,3391.27,41.49,65.12,32.93,26.7,53.0,1.8,0.0,0.01,0.01,0.02,83.5,74.42,74.3,76.58
Bangkok,2021-01-01 11:00:00,0.0,83.5,83.5,2723.69,39.1,61.69,30.4,25.8,55.0,1.8,0.0,0.03,0.0,0.0,82.11,73.49,85.93,97.12
Bangkok,2021-01-01 12:00:00,0.0,82.11,82.11,2777.1,37.67,61.01,28.88,25.9,53.0,3.6,0.0,0.04,0.62,0.0,76.58,72.63,97.88,113.57
Bangkok,2021-01-01 13:00:00,0.0,76.58,76.58,2349.85,31.95,59.63,25.33,24.2,59.0,1.8,0.01,0.04,4.47,0.0,74.42,71.76,103.93,118.33
Bangkok,2021-01-01 14:00:00,0.01,74.42,74.42,1949.31,29.33,56.89,24.32,23.7,60.0,1.8,0.03,0.01,18.06,0.0,73.49,74.3,112.22,127.07
Bangkok,2021-01-01 15:00:00,0.03,73.49,73.49,1682.28,29.09,52.78,24.57,23.5,56.0,0.0,0.04,0.0,108.72,0.0,72.63,85.93,122.59,132.42
Bangkok,2021-01-01 16:00:00,0.04,72.63,72.63,1535.42,29.56,50.04,25.33,23.0,57.0,0.0,0.04,0.62,200.27,0.0,71.76,97.88,145.77,127.57
Bangkok,2021-01-01 17:00:00,0.04,71.76,71.76,1495.36,30.28,48.67,25.84,22.5,59.0,0.0,0.01,4.47,251.77,0.0,74.3,103.93,150.18,101.75
Bangkok,2021-01-01 18:00:00,0.01,74.3,74.3,1655.58,32.9,47.98,27.87,22.1,63.0,0.0,0.0,18.06,254.63,0.0,85.93,112.22,133.1,91.5
Bangkok,2021-01-01 19:00:00,0.0,85.93,85.93,2456.67,40.05,51.41,32.42,21.6,62.0,1.8,0.62,108.72,228.88,0.01,97.88,122.59,111.56,94.27
Bangkok,2021-01-01 20:00:00,0.62,97.88,97.88,3685.0,45.78,57.58,35.47,21.1,64.0,1.8,4.47,200.27,197.41,1.57,103.93,145.77,89.84,91.12
Bangkok,2021-01-01 21:00:00,4.47,103.93,103.93,4325.87,48.64,61.69,35.97,20.0,68.0,0.0,18.06,251.77,133.04,8.85,112.22,150.18,87.02,94.5
Bangkok,2021-01-01 22:00:00,18.06,112.22,112.22,4165.65,53.41,78.83,37.49,20.3,68.0,0.0,108.72,254.63,45.42,29.33,122.59,133.1,90.16,102.29
Bangkok,2021-01-01 23:00:00,108.72,122.59,122.59,2323.15,58.65,73.34,35.97,20.0,68.0,0.0,200.27,228.88,2.77,115.87,145.77,111.56,88.76,110.45
Bangkok,2021-01-02 00:00:00,200.27,145.77,145.77,1949.31,52.45,50.72,29.13,20.0,64.0,0.0,251.77,197.41,0.06,214.58,150.18,89.84,85.09,134.76
Bangkok,2021-01-02 01:00:00,251.77,150.18,150.18,1708.98,44.82,33.93,24.07,20.9,66.0,0.0,254.63,133.04,0.02,288.96,133.1,87.02,79.77,153.05
Bangkok,2021-01-02 02:00:00,254.63,133.1,133.1,1455.31,39.1,28.79,21.03,22.1,62.0,0.0,228.88,45.42,0.02,266.08,111.56,90.16,76.58,125.2
Bangkok,2021-01-02 03:00:00,228.88,111.56,111.56,1335.14,36.72,30.85,19.76,23.7,59.0,0.0,197.41,2.77,0.0,226.02,89.84,88.76,97.12,99.61
Bangkok,2021-01-02 04:00:00,197.41,89.84,89.84,1241.68,33.85,33.24,18.24,24.8,56.0,1.8,133.04,0.06,0.0,188.83,87.02,85.09,113.57,82.07
Bangkok,2021-01-02 05:00:00,133.04,87.02,87.02,1842.5,40.05,63.06,21.28,25.9,53.0,1.8,45.42,0.02,0.0,89.41,90.16,79.77,118.33,87.72
Bangkok,2021-01-02 06:00:00,45.42,90.16,90.16,2857.21,47.21,106.93,25.84,26.8,53.0,7.6,2.77,0.02,0.0,6.44,88.76,76.58,127.07,102.88
Bangkok,2021-01-02 07:00:00,2.77,88.76,88.76,3177.64,48.16,111.04,28.12,27.5,49.0,3.7,0.06,0.0,0.0,0.0,85.09,97.12,132.42,116.28
Bangkok,2021-01-02 08:00:00,0.06,85.09,85.09,2910.61,44.35,86.37,28.12,28.0,48.0,1.8,0.02,0.0,0.0,0.0,79.77,113.57,127.57,119.8
Bangkok,2021-01-02 09:00:00,0.02,79.77,79.77,2483.37,40.53,71.97,26.85,28.4,46.0,7.6,0.02,0.0,0.0,0.0,76.58,118.33,101.75,114.09
Bangkok,2021-01-02 10:00:00,0.02,76.58,76.58,2162.93,38.15,65.8,25.84,27.5,50.0,5.5,0.0,0.0,0.0,0.0,97.12,127.07,91.5,107.96
Bangkok,2021-01-02 11:00:00,0.0,97.12,97.12,3097.53,36.72,58.95,27.61,26.7,53.0,3.7,0.0,0.0,0.01,0.0,113.57,132.42,94.27,98.0
Bangkok,2021-01-02 12:00:00,0.0,113.57,113.57,4112.24,32.9,54.84,26.85,26.4,48.0,7.6,0.0,0.0,1.57,0.0,118.33,127.57,91.12,85.2
Bangkok,2021-01-02 13:00:00,0.0,118.33,118.33,4165.65,30.04,52.09,25.84,25.1,60.0,0.0,0.0,0.0,8.85,0.02,127.07,101.75,94.5,82.56
Bangkok,2021-01-02 14:00:00,0.0,127.07,127.07,4005.43,31.47,49.35,25.59,24.4,62.0,0.0,0.0,0.0,29.33,0.01,132.42,91.5,102.29,87.25
Bangkok,2021-01-02 15:00:00,0.0,132.42,132.42,3685.0,29.8,46.61,23.05,25.4,46.0,0.0,0.0,0.01,115.87,0.0,127.57,94.27,110.45,91.91
Bangkok,2021-01-02 16:00:00,0.0,127.57,127.57,3177.64,28.85,43.87,21.03,24.8,49.0,0.0,0.0,1.57,214.58,0.0,101.75,91.12,134.76,94.54
Bangkok,2021-01-02 17:00:00,0.0,101.75,101.75,2296.45,31.47,45.24,23.31,24.2,53.0,0.0,0.0,8.85,288.96,0.0,91.5,94.5,153.05,97.69
Bangkok,2021-01-02 18:00:00,0.0,91.5,91.5,2109.53,31.95,45.24,25.33,23.0,66.0,0.0,0.01,29.33,266.08,0.0,94.27,102.29,125.2,110.17
Bangkok,2021-01-02 19:00:00,0.01,94.27,94.27,2670.29,37.19,48.67,30.91,23.0,59.0,1.8,1.57,115.87,226.02,0.0,91.12,110.45,99.61,149.14
Bangkok,2021-01-02 20:00:00,1.57,91.12,91.12,3177.64,47.21,56.89,35.47,22.4,62.0,1.8,8.85,214.58,188.83,0.39,94.5,134.76,82.07,191.6
Bangkok,2021-01-02 21:00:00,8.85,94.5,94.5,3738.4,55.31,67.17,36.99,21.2,73.0,0.0,29.33,288.96,89.41,2.48,102.29,153.05,87.72,204.06
Bangkok,2021-01-02 22:00:00,29.33,102.29,102.29,3471.37,61.99,87.74,39.01,21.4,70.0,0.0,115.87,266.08,6.44,11.09,110.45,125.2,102.88,200.15
Bangkok,2021-01-02 23:00:00,115.87,110.45,110.45,2109.53,59.13,74.03,31.92,21.2,70.0,0.0,214.58,226.02,0.0,111.58,134.76,99.61,116.28,181.13
Bangkok,2021-01-03 00:00:00,214.58,134.76,134.76,1735.69,52.45,50.72,26.6,22.2,66.0,0.0,288.96,188.83,0.0,220.3,153.05,82.07,119.8,193.35
Bangkok,2021-01-03 01:00:00,288.96,153.05,153.05,1548.77,45.78,32.56,23.56,22.3,66.0,0.0,266.08,89.41,0.0,268.94,125.2,87.72,114.09,179.66
Bangkok,2021-01-03 02:00:00,266.08,125.2,125.2,1295.09,35.76,25.36,20.01,23.7,61.0,0.0,226.02,6.44,0.0,246.05,99.61,102.88,107.96,140.12
Bangkok,2021-01-03 03:00:00,226.02,99.61,99.61,1188.28,31.95,27.42,19.0,26.4,52.0,0.0,188.83,0.0,0.0,197.41,82.07,116.28,98.0,107.64
Bangkok,2021-01-03 04:00:00,188.83,82.07,82.07,1161.58,29.33,30.85,18.75,27.3,50.0,1.8,89.41,0.0,0.0,161.65,87.72,119.8,85.2,87.82
Bangkok,2021-01-03 05:00:00,89.41,87.72,87.72,2510.07,34.33,80.88,20.52,28.1,49.0,1.8,6.44,0.0,0.02,85.12,102.88,114.09,82.56,88.75
Bangkok,2021-01-03 06:00:00,6.44,102.88,102.88,4486.08,42.44,117.9,24.83,30.5,44.0,5.4,0.0,0.0,0.01,11.62,116.28,107.96,87.25,94.78
Bangkok,2021-01-03 07:00:00,0.0,116.28,116.28,5500.79,47.21,104.19,29.39,29.4,47.0,3.7,0.0,0.0,0.0,0.01,119.8,98.0,91.91,97.29
Bangkok,2021-01-03 08:00:00,0.0,119.8,119.8,5126.95,44.82,91.85,31.41,29.8,46.0,1.8,0.0,0.0,0.0,0.0,114.09,85.2,94.54,94.08
Bangkok,2021-01-03 09:00:00,0.0,114.09,114.09,4165.65,39.58,78.83,30.65,29.5,42.0,7.6,0.0,0.02,0.0,0.0,107.96,82.56,97.69,87.79
Bangkok,2021-01-03 10:00:00,0.0,107.96,107.96,3391.27,34.81,66.49,29.64,29.9,47.0,1.8,0.0,0.01,0.0,0.0,98.0,87.25,110.17,81.24
Bangkok,2021-01-03 11:00:00,0.0,98.0,98.0,2803.8,30.28,56.89,27.11,28.8,51.0,1.8,0.0,0.0,0.0,0.0,85.2,91.91,149.14,75.33
Bangkok,2021-01-03 12:00:00,0.0,85.2,85.2,2269.75,25.75,51.41,23.31,27.2,51.0,0.0,0.02,0.0,0.39,0.02,82.56,94.54,191.6,71.64
Bangkok,2021-01-03 13:00:00,0.02,82.56,82.56,1895.9,26.23,48.67,23.56,27.0,59.0,0.0,0.01,0.0,2.48,0.17,87.25,97.69,204.06,72.1
Bangkok,2021-01-03 14:00:00,0.01,87.25,87.25,1789.09,28.85,47.3,25.59,26.4,61.0,0.0,0.0,0.0,11.09,0.4,91.91,110.17,200.15,75.24
Bangkok,2021-01-03 15:00:00,0.0,91.91,91.91,1735.69,31.95,45.24,27.11,26.8,56.0,0.0,0.0,0.0,111.58,0.39,94.54,149.14,181.13,77.89
Bangkok,2021-01-03 16:00:00,0.0,94.54,94.54,1682.28,34.81,45.24,27.61,26.2,58.0,0.0,0.0,0.39,220.3,0.22,97.69,191.6,193.35,80.74
Bangkok,2021-01-03 17:00:00,0.0,97.69,97.69,1735.69,35.76,45.93,25.84,25.6,60.0,0.0,0.0,2.48,268.94,0.07,110.17,204.06,179.66,84.29
Bangkok,2021-01-03 18:00:00,0.0,110.17,110.17,2243.04,39.58,47.3,24.83,24.2,66.0,0.0,0.0,11.09,246.05,0.0,149.14,200.15,140.12,93.14
Bangkok,2021-01-03 19:00:00,0.0,149.14,149.14,4272.46,51.5,53.47,29.64,24.4,64.0,0.0,0.39,111.58,197.41,0.0,191.6,181.13,107.64,116.4
Bangkok,2021-01-03 20:00:00,0.39,191.6,191.6,7476.81,63.9,62.38,35.47,23.9,66.0,0.0,2.48,220.3,161.65,0.54,204.06,193.35,87.82,145.71
Bangkok,2021-01-03 21:00:00,2.48,204.06,204.06,9078.98,68.67,69.92,42.05,22.2,70.0,0.0,11.09,268.94,85.12,2.84,200.15,179.66,88.75,167.57
Bangkok,2021-01-03 22:00:00,11.09,200.15,200.15,8224.49,71.53,106.93,46.61,22.9,71.0,0.0,111.58,246.05,11.62,8.23,181.13,140.12,94.78,189.95
Bangkok,2021-01-03 23:00:00,111.58,181.13,181.13,3578.19,87.74,117.9,53.2,22.7,72.0,0.0,220.3,197.41,0.01,75.82,193.35,107.64,97.29,216.55
Bangkok,2021-01-04 00:00:00,220.3,193.35,193.35,2643.59,74.39,79.51,42.05,22.0,73.0,0.0,268.94,161.65,0.0,185.97,179.66,87.82,94.08,259.59
Bangkok,2021-01-04 01:00:00,268.94,179.66,179.66,2056.12,57.7,50.04,32.17,23.7,68.0,0.0,246.05,85.12,0.0,231.74,140.12,88.75,87.79,245.01
Bangkok,2021-01-04 02:00:00,246.05,140.12,140.12,1575.47,44.35,38.39,24.32,24.8,65.0,0.0,197.41,11.62,0.0,205.99,107.64,94.78,81.24,194.77
Bangkok,2021-01-04 03:00:00,197.41,107.64,107.64,1401.9,40.05,40.78,22.55,27.0,51.0,0.0,161.65,0.01,0.0,171.66,87.82,97.29,75.33,157.4
Bangkok,2021-01-04 04:00:00,161.65,87.82,87.82,1321.79,36.72,42.84,21.03,28.0,50.0,1.8,85.12,0.0,0.02,147.34,88.75,94.08,71.64,133.14
Bangkok,2021-01-04 05:00:00,85.12,88.75,88.75,2162.93,47.21,82.25,27.11,28.9,49.0,1.8,11.62,0.0,0.17,20.39,94.78,87.79,72.1,158.39
Bangkok,2021-01-04 06:00:00,11.62,94.78,94.78,3231.05,56.74,116.53,32.17,30.8,49.0,7.6,0.01,0.0,0.4,0.28,97.29,81.24,75.24,210.39
Bangkok,2021-01-04 07:00:00,0.01,97.29,97.29,3578.19,59.61,101.45,34.96,30.3,47.0,3.7,0.0,0.0,0.39,0.0,94.08,75.33,77.89,274.38
Bangkok,2021-01-04 08:00:00,0.0,94.08,94.08,3231.05,55.31,83.63,34.45,30.6,47.0,3.7,0.0,0.02,0.22,0.0,87.79,71.64,80.74,319.4
Bangkok,2021-01-04 09:00:00,0.0,87.79,87.79,2723.69,49.11,72.66,32.17,30.5,47.0,3.6,0.0,0.17,0.07,0.0,81.24,72.1,84.29,336.39
Bangkok,2021-01-04 10:00:00,0.0,81.24,81.24,2349.85,42.92,63.75,30.65,30.7,50.0,1.8,0.0,0.4,0.0,0.0,75.33,75.24,93.14,336.9
Bangkok,2021-01-04 11:00:00,0.0,75.33,75.33,2109.53,37.19,55.52,28.63,29.7,54.0,1.8,0.02,0.39,0.0,0.0,71.64,77.89,116.4,197.93
Bangkok,2021-01-04 12:00:00,0.02,71.64,71.64,1869.2,32.42,51.41,26.09,29.3,54.0,3.6,0.17,0.22,0.54,0.0,72.1,80.74,145.71,136.45
Bangkok,2021-01-04 13:00:00,0.17,72.1,72.1,1562.12,29.33,48.67,24.32,28.2,60.0,0.0,0.4,0.07,2.84,0.0,75.24,84.29,167.57,98.47
Bangkok,2021-01-04 14:00:00,0.4,75.24,75.24,1401.9,30.28,47.98,23.81,27.6,62.0,0.0,0.39,0.0,8.23,0.0,77.89,93.14,189.95,89.53
Bangkok,2021-01-04 15:00:00,0.39,77.89,77.89,1348.5,32.9,48.67,24.83,26.8,63.0,0.0,0.22,0.0,75.82,0.0,80.74,116.4,216.55,97.7
Bangkok,2021-01-04 16:00:00,0.22,80.74,80.74,1375.2,35.29,49.35,25.84,26.4,64.0,0.0,0.07,0.54,185.97,0.0,84.29,145.71,259.59,108.19
Bangkok,2021-01-04 17:00:00,0.07,84.29,84.29,1482.01,36.72,49.35,26.35,25.9,65.0,0.0,0.0,2.84,231.74,0.0,93.14,167.57,245.01,118.47
Bangkok,2021-01-04 18:00:00,0.0,93.14,93.14,1869.2,40.53,50.04,27.61,24.5,68.0,0.0,0.0,8.23,205.99,0.0,116.4,189.95,194.77,134.79
Bangkok,2021-01-04 19:00:00,0.0,116.4,116.4,3231.05,51.02,55.52,32.42,25.1,67.0,0.0,0.54,75.82,171.66,0.0,145.71,216.55,157.4,169.2
Bangkok,2021-01-04 20:00:00,0.54,145.71,145.71,5767.82,62.94,64.43,38.51,24.8,68.0,0.0,2.84,185.97,147.34,0.25,167.57,259.59,133.14,193.65
Bangkok,2021-01-04 21:00:00,2.84,167.57,167.57,7690.43,74.39,75.4,47.12,23.3,72.0,0.0,8.23,231.74,20.39,1.48,189.95,245.01,158.39,204.79
Bangkok,2021-01-04 22:00:00,8.23,189.95,189.95,8224.49,89.65,113.79,56.74,23.5,72.0,0.0,75.82,205.99,0.28,3.67,216.55,194.77,210.39,213.18
Bangkok,2021-01-04 23:00:00,75.82,216.55,216.55,5020.14,127.79,174.11,76.0,23.3,73.0,0.0,185.97,171.66,0.0,45.06,259.59,157.4,274.38,192.47
Bangkok,2021-01-05 00:00:00,185.97,259.59,259.59,4325.87,123.98,154.91,69.92,22.5,75.0,0.0,231.74,147.34,0.0,183.11,245.01,133.14,319.4,218.62
Bangkok,2021-01-05 01:00:00,231.74,245.01,245.01,3631.59,103.95,113.79,57.25,24.7,69.0,0.0,205.99,20.39,0.0,311.85,194.77,158.39,336.39,227.36
Bangkok,2021-01-05 02:00:00,205.99,194.77,194.77,2937.32,82.97,89.11,46.61,26.2,64.0,0.0,171.66,0.28,0.0,297.55,157.4,210.39,336.9,185.29
Bangkok,2021-01-05 03:00:00,171.66,157.4,157.4,2590.18,73.43,82.25,42.05,28.2,56.0,7.6,147.34,0.0,0.0,234.6,133.14,274.38,197.93,143.69
Bangkok,2021-01-05 04:00:00,147.34,133.14,133.14,2403.26,66.76,79.51,39.01,29.2,54.0,5.5,20.39,0.0,0.0,174.52,158.39,319.4,136.45,110.64
Bangkok,2021-01-05 05:00:00,20.39,158.39,158.39,6835.94,69.62,149.43,37.49,30.2,51.0,5.5,0.28,0.0,0.0,28.25,210.39,336.39,98.47,128.59
Bangkok,2021-01-05 06:00:00,0.28,210.39,210.39,13244.63,85.83,127.49,47.12,32.5,43.0,7.6,0.0,0.0,0.0,0.43,274.38,336.9,89.53,181.95
Bangkok,2021-01-05 07:00:00,0.0,274.38,274.38,17517.09,108.72,120.64,66.88,31.4,50.0,3.7,0.0,0.0,0.0,0.0,319.4,197.93,97.7,251.02
Bangkok,2021-01-05 08:00:00,0.0,319.4,319.4,17944.34,114.44,115.16,77.01,31.6,50.0,3.7,0.0,0.0,0.0,0.0,336.39,136.45,108.19,298.68
Bangkok,2021-01-05 09:00:00,0.0,336.39,336.39,16448.97,89.65,93.22,65.86,31.0,49.0,3.6,0.0,0.0,0.0,0.0,336.9,98.47,118.47,291.63
Bangkok,2021-01-05 10:00:00,0.0,336.9,336.9,14312.74,69.62,74.03,55.22,31.7,48.0,1.8,0.0,0.0,0.0,0.0,197.93,89.53,134.79,260.91
Bangkok,2021-01-05 11:00:00,0.0,197.93,197.93,7370.0,56.74,66.49,43.57,30.7,53.0,1.8,0.0,0.0,0.0,0.0,136.45,97.7,169.2,206.32
Bangkok,2021-01-05 12:00:00,0.0,136.45,136.45,4966.74,44.82,54.84,34.45,29.3,57.0,0.0,0.0,0.0,0.25,0.0,98.47,108.19,193.65,145.19
Bangkok,2021-01-05 13:00:00,0.0,98.47,98.47,3177.64,36.24,45.93,29.13,29.0,61.0,1.8,0.0,0.0,1.48,0.0,89.53,118.47,204.79,106.78
Bangkok,2021-01-05 14:00:00,0.0,89.53,89.53,2349.85,35.29,40.1,28.63,28.4,64.0,0.0,0.0,0.0,3.67,0.0,97.7,134.79,213.18,100.94
Bangkok,2021-01-05 15:00:00,0.0,97.7,97.7,2243.04,37.19,35.99,29.64,28.0,63.0,0.0,0.0,0.0,45.06,0.0,108.19,169.2,192.47,109.79
Bangkok,2021-01-05 16:00:00,0.0,108.19,108.19,2323.15,37.67,32.22,29.13,27.5,65.0,0.0,0.0,0.25,183.11,0.0,118.47,193.65,218.62,119.06
Bangkok,2021-01-05 17:00:00,0.0,118.47,118.47,2510.07,36.72,29.13,26.6,27.1,66.0,0.0,0.0,1.48,311.85,0.0,134.79,204.79,227.36,127.23
Bangkok,2021-01-05 18:00:00,0.0,134.79,134.79,3044.13,39.58,28.1,24.83,27.8,63.0,0.0,0.0,3.67,297.55,0.0,169.2,213.18,185.29,142.82
Bangkok,2021-01-05 19:00:00,0.0,169.2,169.2,4646.3,49.11,32.22,26.09,26.2,70.0,0.0,0.25,45.06,234.6,0.0,193.65,192.47,143.69,188.08
Bangkok,2021-01-05 20:00:00,0.25,193.65,193.65,6942.75,59.13,42.84,28.88,25.8,72.0,0.0,1.48,183.11,174.52,0.17,204.79,218.62,110.64,232.02
Bangkok,2021-01-05 21:00:00,1.48,204.79,204.79,8438.11,68.67,55.52,37.49,27.2,65.0,0.0,3.67,311.85,28.25,1.04,213.18,227.36,128.59,245.82
Bangkok,2021-01-05 22:00:00,3.67,213.18,213.18,8544.92,79.16,80.2,49.14,26.0,69.0,0.0,45.06,297.55,0.43,3.35,192.47,185.29,181.95,240.92
Bangkok,2021-01-05 23:00:00,45.06,192.47,192.47,4486.08,110.63,137.09,66.88,25.6,70.0,0.0,183.11,234.6,0.0,51.5,218.62,143.69,251.02,167.42
Bangkok,2021-01-06 00:00:00,183.11,218.62,218.62,3337.86,91.55,112.41,51.68,26.5,68.0,0.0,311.85,174.52,0.0,130.18,227.36,110.64,298.68,158.29
Bangkok,2021-01-06 01:00:00,311.85,227.36,227.36,2510.07,68.67,60.32,36.48,26.5,67.0,0.0,297.55,28.25,0.0,183.11,185.29,128.59,291.63,139.82
Bangkok,2021-01-06 02:00:00,297.55,185.29,185.29,1922.61,52.93,41.81,29.39,27.8,63.0,0.0,234.6,0.43,0.0,160.22,143.69,181.95,260.91,107.05
Bangkok,2021-01-06 03:00:00,234.6,143.69,143.69,1762.39,49.11,45.93,28.63,29.0,61.0,0.0,174.52,0.0,0.0,114.44,110.64,251.02,206.32,82.95
Bangkok,2021-01-06 04:00:00,174.52,110.64,110.64,1708.98,46.25,52.78,28.63,30.0,57.0,1.8,28.25,0.0,0.0,88.69,128.59,298.68,145.19,71.72
Bangkok,2021-01-06 05:00:00,28.25,128.59,128.59,5714.42,57.22,126.12,31.16,30.9,54.0,3.7,0.43,0.0,0.0,11.62,181.95,291.63,106.78,101.21
Bangkok,2021-01-06 06:00:00,0.43,181.95,181.95,11856.08,76.29,104.19,39.52,33.0,44.0,3.6,0.0,0.0,0.0,0.33,251.02,260.91,100.94,154.9
Bangkok,2021-01-06 07:00:00,0.0,251.02,251.02,16448.97,92.51,89.11,52.18,32.1,50.0,3.7,0.0,0.0,0.0,0.0,298.68,206.32,109.79,215.49
Bangkok,2021-01-06 08:00:00,0.0,298.68,298.68,17303.47,93.46,85.68,59.78,32.3,50.0,3.7,0.0,0.0,0.0,0.0,291.63,145.19,119.06,242.14
Bangkok,2021-01-06 09:00:00,0.0,291.63,291.63,14526.37,77.25,77.46,56.24,34.2,43.0,0.0,0.0,0.0,0.0,0.0,260.91,106.78,127.23,218.13
Bangkok,2021-01-06 10:00:00,0.0,260.91,260.91,11215.21,62.94,68.55,50.66,32.2,50.0,1.8,0.0,0.0,0.0,0.0,206.32,100.94,142.82,178.13
Bangkok,2021-01-06 11:00:00,0.0,206.32,206.32,8010.86,52.45,60.32,41.54,31.2,54.0,1.8,0.0,0.0,0.0,0.0,145.19,109.79,188.08,89.73
Bangkok,2021-01-06 12:00:00,0.0,145.19,145.19,5287.17,41.01,50.04,31.41,30.5,54.0,0.0,0.0,0.0,0.17,0.0,106.78,119.06,232.02,68.88
Bangkok,2021-01-06 13:00:00,0.0,106.78,106.78,3097.53,32.42,41.13,25.59,29.5,62.0,0.0,0.0,0.0,1.04,0.05,100.94,127.23,245.82,62.46
Bangkok,2021-01-06 14:00:00,0.0,100.94,100.94,2189.64,30.28,36.67,24.07,28.9,65.0,0.0,0.0,0.0,3.35,0.18,109.79,142.82,240.92,64.29
Bangkok,2021-01-06 15:00:00,0.0,109.79,109.79,2109.53,30.52,33.59,22.8,28.7,67.0,0.0,0.0,0.0,51.5,0.75,119.06,188.08,167.42,66.86
Bangkok,2021-01-06 16:00:00,0.0,119.06,119.06,2136.23,30.99,31.53,21.28,28.3,68.0,0.0,0.0,0.17,130.18,4.07,127.23,232.02,158.29,69.35
Bangkok,2021-01-06 17:00:00,0.0,127.23,127.23,2269.75,31.47,30.16,20.01,27.9,69.0,0.0,0.0,1.04,183.11,11.62,142.82,245.82,139.82,71.22
Bangkok,2021-01-06 18:00:00,0.0,142.82,142.82,2857.21,35.76,30.16,21.03,26.6,66.0,0.0,0.0,3.35,160.22,5.28,188.08,240.92,107.05,76.34
Bangkok,2021-01-06 19:00:00,0.0,188.08,188.08,5073.55,49.11,35.3,26.09,27.1,71.0,0.0,0.17,51.5,114.44,0.17,232.02,167.42,82.95,87.39
Bangkok,2021-01-06 20:00:00,0.17,232.02,232.02,8651.73,61.04,45.93,30.65,26.7,73.0,0.0,1.04,130.18,88.69,1.35,245.82,158.29,71.72,91.72
Bangkok,2021-01-06 21:00:00,1.04,245.82,245.82,10574.34,67.71,52.78,39.01,26.0,68.0,0.0,3.35,183.11,11.62,8.23,240.92,139.82,101.21,86.43
Bangkok,2021-01-06 22:00:00,3.35,240.92,240.92,10147.09,71.53,75.4,45.6,25.5,71.0,0.0,51.5,160.22,0.33,24.68,167.42,107.05,154.9,80.58
Bangkok,2021-01-06 23:00:00,51.5,167.42,167.42,3738.4,89.65,113.79,55.22,25.4,72.0,0.0,130.18,114.44,0.0,65.8,158.29,82.95,215.49,61.36
Bangkok,2021-01-07 00:00:00,130.18,158.29,158.29,2696.99,75.34,90.48,44.08,25.0,70.0,0.0,183.11,88.69,0.0,98.71,139.82,71.72,242.14,62.62
Bangkok,2021-01-07 01:00:00,183.11,139.82,139.82,2029.42,58.17,60.32,33.95,26.6,68.0,1.8,160.22,11.62,0.0,123.02,107.05,101.21,218.13,67.2
Bangkok,2021-01-07 02:00:00,160.22,107.05,107.05,1695.63,48.16,52.09,29.64,28.0,63.0,1.8,114.44,0.33,0.0,101.57,82.95,154.9,178.13,56.23
Bangkok,2021-01-07 03:00:00,114.44,82.95,82.95,1708.98,49.59,58.26,31.16,31.2,49.0,0.0,88.69,0.0,0.0,89.41,71.72,215.49,89.73,45.98
Bangkok,2021-01-07 04:00:00,88.69,71.72,71.72,1762.39,50.07,63.06,31.16,31.8,47.0,1.8,11.62,0.0,0.0,87.26,101.21,242.14,68.88,42.89
Bangkok,2021-01-07 05:00:00,11.62,101.21,101.21,5981.45,61.99,105.56,33.95,32.4,46.0,3.7,0.33,0.0,0.05,62.23,154.9,218.13,62.46,50.6
Bangkok,2021-01-07 06:00:00,0.33,154.9,154.9,12176.51,79.16,85.68,42.05,32.7,45.0,0.0,0.0,0.0,0.18,23.6,215.49,178.13,64.29,58.79
